ID,REFERENCE_ID,REMITTER_ID,AMOUNT,STATUS_CODE,OPERATION_STATUS,AMOUNT_PAID,CURRENCY_AMOUNT_PAID
105703,r15d000000002047,DOLEUSTX*R8,1918.000,7,RECONCILED,1918.000,USD
105704,r15d000000002033,DOLEUSTX*R8,1904.000,7,RECONCILED,1904.000,USD
105705,r15d000000002039,DOLEUSTX*R8,1910.000,7,RECONCILED,1910.000,USD
105706,r15d000000002040,DOLEUSTX*R8,1911.000,7,RECONCILED,1911.000,USD
105707,r15d000000002046,DOLEUSTX*R8,1917.000,7,RECONCILED,1917.000,USD
105708,r15d000000002052,DOLEUSTX*R8,1923.000,7,RECONCILED,1923.000,USD
105709,r15d000000002060,DOLEUSTX*R8,1931.000,7,RECONCILED,1931.000,USD
105710,r15d000000002044,DOLEUSTX*R8,1915.000,7,RECONCILED,1915.000,USD
105711,r15d000000002041,DOLEUSTX*R8,1912.000,7,RECONCILED,1912.000,USD
105712,r15d000000002054,DOLEUSTX*R8,1925.000,7,RECONCILED,1925.000,USD
105713,r15d000000002049,DOLEUSTX*R8,1920.000,7,RECONCILED,1920.000,USD
105714,r15d000000002056,DOLEUSTX*R8,1927.000,7,RECONCILED,1927.000,USD
105715,r15d000000002048,DOLEUSTX*R8,1919.000,7,RECONCILED,1919.000,USD
105716,r15d000000002063,DOLEUSTX*R8,1934.000,7,RECONCILED,1934.000,USD
105717,r15d000000002050,DOLEUSTX*R8,1921.000,7,RECONCILED,1921.000,USD
105718,r15d000000002051,DOLEUSTX*R8,1922.000,7,RECONCILED,1922.000,USD
105719,r15d000000002062,DOLEUSTX*R8,1933.000,7,RECONCILED,1933.000,USD
105720,r15d000000002055,DOLEUSTX*R8,1926.000,7,RECONCILED,1926.000,USD
105721,r15d000000002057,DOLEUSTX*R8,1928.000,7,RECONCILED,1928.000,USD
105722,r15d000000002066,DOLEUSTX*R8,1937.000,7,RECONCILED,1937.000,USD
105723,r15d000000002070,DOLEUSTX*R8,1941.000,7,RECONCILED,1941.000,USD
105724,r15d000000002067,DOLEUSTX*R8,1938.000,7,RECONCILED,1938.000,USD
105725,r15d000000002058,DOLEUSTX*R8,1929.000,7,RECONCILED,1929.000,USD
105726,r15d000000002053,DOLEUSTX*R8,1924.000,7,RECONCILED,1924.000,USD
105727,r15d000000002059,DOLEUSTX*R8,1930.000,7,RECONCILED,1930.000,USD
105728,r15d000000002065,DOLEUSTX*R8,1936.000,7,RECONCILED,1936.000,USD
105729,r15d000000002064,DOLEUSTX*R8,1935.000,7,RECONCILED,1935.000,USD
105730,r15d000000002075,DOLEUSTX*R8,1946.000,7,RECONCILED,1946.000,USD
105731,r15d000000002061,DOLEUSTX*R8,1932.000,7,RECONCILED,1932.000,USD
105732,r15d000000002071,DOLEUSTX*R8,1942.000,7,RECONCILED,1942.000,USD
105733,r15d000000002078,DOLEUSTX*R8,1949.000,7,RECONCILED,1949.000,USD
105734,r15d000000002069,DOLEUSTX*R8,1940.000,7,RECONCILED,1940.000,USD
105735,r15d000000002068,DOLEUSTX*R8,1939.000,7,RECONCILED,1939.000,USD
105736,r15d000000002079,DOLEUSTX*R8,1950.000,7,RECONCILED,1950.000,USD
105737,r15d000000002073,DOLEUSTX*R8,1944.000,7,RECONCILED,1944.000,USD
105738,r15d000000002083,DOLEUSTX*R8,1954.000,7,RECONCILED,1954.000,USD
105739,r15d000000002080,DOLEUSTX*R8,1951.000,7,RECONCILED,1951.000,USD
105740,r15d000000002087,DOLEUSTX*R8,1958.000,7,RECONCILED,1958.000,USD
105741,r15d000000002072,DOLEUSTX*R8,1943.000,7,RECONCILED,1943.000,USD
105742,r15d000000002076,DOLEUSTX*R8,1947.000,7,RECONCILED,1947.000,USD
105743,r15d000000002074,DOLEUSTX*R8,1945.000,7,RECONCILED,1945.000,USD
105744,r15d000000002084,DOLEUSTX*R8,1955.000,7,RECONCILED,1955.000,USD
105745,r15d000000002081,DOLEUSTX*R8,1952.000,7,RECONCILED,1952.000,USD
105746,r15d000000002093,DOLEUSTX*R8,1964.000,7,RECONCILED,1964.000,USD
105747,r15d000000002086,DOLEUSTX*R8,1957.000,7,RECONCILED,1957.000,USD
105748,r15d000000002077,DOLEUSTX*R8,1948.000,7,RECONCILED,1948.000,USD
105749,r15d000000002089,DOLEUSTX*R8,1960.000,7,RECONCILED,1960.000,USD
105750,r15d000000002082,DOLEUSTX*R8,1953.000,7,RECONCILED,1953.000,USD
105751,r15d000000002094,DOLEUSTX*R8,1965.000,7,RECONCILED,1965.000,USD
105752,r15d000000002092,DOLEUSTX*R8,1963.000,7,RECONCILED,1963.000,USD
105753,r15d000000002090,DOLEUSTX*R8,1961.000,7,RECONCILED,1961.000,USD
105754,r15d000000002085,DOLEUSTX*R8,1956.000,7,RECONCILED,1956.000,USD
105755,r15d000000002088,DOLEUSTX*R8,1959.000,7,RECONCILED,1959.000,USD
105756,r15d000000002097,DOLEUSTX*R8,1968.000,7,RECONCILED,1968.000,USD
105757,r15d000000002091,DOLEUSTX*R8,1962.000,7,RECONCILED,1962.000,USD
105758,r15d000000002096,DOLEUSTX*R8,1967.000,7,RECONCILED,1967.000,USD
105759,r15d000000002095,DOLEUSTX*R8,1966.000,7,RECONCILED,1966.000,USD
105760,r15d000000002102,DOLEUSTX*R8,1973.000,7,RECONCILED,1973.000,USD
105761,r15d000000002099,DOLEUSTX*R8,1970.000,7,RECONCILED,1970.000,USD
105762,r15d000000002098,DOLEUSTX*R8,1969.000,7,RECONCILED,1969.000,USD
105763,r15d000000002103,DOLEUSTX*R8,1974.000,7,RECONCILED,1974.000,USD
105764,r15d000000002107,DOLEUSTX*R8,1978.000,7,RECONCILED,1978.000,USD
105765,r15d000000002101,DOLEUSTX*R8,1972.000,7,RECONCILED,1972.000,USD
105766,r15d000000002100,DOLEUSTX*R8,1971.000,7,RECONCILED,1971.000,USD
105767,r15d000000002108,DOLEUSTX*R8,1979.000,7,RECONCILED,1979.000,USD
105768,r15d000000002109,DOLEUSTX*R8,1980.000,7,RECONCILED,1980.000,USD
105769,r15d000000002111,DOLEUSTX*R8,1982.000,7,RECONCILED,1982.000,USD
105770,r15d000000002104,DOLEUSTX*R8,1975.000,7,RECONCILED,1975.000,USD
105771,r15d000000002105,DOLEUSTX*R8,1976.000,7,RECONCILED,1976.000,USD
105772,r15d000000002106,DOLEUSTX*R8,1977.000,7,RECONCILED,1977.000,USD
105773,r15d000000002112,DOLEUSTX*R8,1983.000,7,RECONCILED,1983.000,USD
105774,r15d000000002113,DOLEUSTX*R8,1984.000,7,RECONCILED,1984.000,USD
105775,r15d000000002110,DOLEUSTX*R8,1981.000,7,RECONCILED,1981.000,USD
105776,r15d000000002114,DOLEUSTX*R8,1985.000,7,RECONCILED,1985.000,USD
105777,r15d000000002117,DOLEUSTX*R8,1988.000,7,RECONCILED,1988.000,USD
105778,r15d000000002118,DOLEUSTX*R8,1989.000,7,RECONCILED,1989.000,USD
105779,r15d000000002115,DOLEUSTX*R8,1986.000,7,RECONCILED,1986.000,USD
105780,r15d000000002116,DOLEUSTX*R8,1987.000,7,RECONCILED,1987.000,USD
105781,r15d000000002122,DOLEUSTX*R8,1993.000,7,RECONCILED,1993.000,USD
105782,r15d000000002121,DOLEUSTX*R8,1992.000,7,RECONCILED,1992.000,USD
105783,r15d000000002120,DOLEUSTX*R8,1991.000,7,RECONCILED,1991.000,USD
105784,r15d000000002119,DOLEUSTX*R8,1990.000,7,RECONCILED,1990.000,USD
105785,r15d000000002123,DOLEUSTX*R8,1994.000,7,RECONCILED,1994.000,USD
105786,r15d000000002129,DOLEUSTX*R8,2000.000,7,RECONCILED,2000.000,USD
105787,r15d000000002124,DOLEUSTX*R8,1995.000,7,RECONCILED,1995.000,USD
105788,r15d000000002125,DOLEUSTX*R8,1996.000,7,RECONCILED,1996.000,USD
105789,r15d000000002127,DOLEUSTX*R8,1998.000,7,RECONCILED,1998.000,USD
105790,r15d000000002132,DOLEUSTX*R8,2003.000,7,RECONCILED,2003.000,USD
105791,r15d000000002133,DOLEUSTX*R8,2004.000,7,RECONCILED,2004.000,USD
105792,r15d000000002128,DOLEUSTX*R8,1999.000,7,RECONCILED,1999.000,USD
105793,r15d000000002126,DOLEUSTX*R8,1997.000,7,RECONCILED,1997.000,USD
105794,r15d000000002137,DOLEUSTX*R8,2008.000,7,RECONCILED,2008.000,USD
105795,r15d000000002130,DOLEUSTX*R8,2001.000,7,RECONCILED,2001.000,USD
105796,r15d000000002134,DOLEUSTX*R8,2005.000,7,RECONCILED,2005.000,USD
105797,r15d000000002136,DOLEUSTX*R8,2007.000,7,RECONCILED,2007.000,USD
105798,r15d000000002140,DOLEUSTX*R8,2011.000,7,RECONCILED,2011.000,USD
105799,r15d000000002135,DOLEUSTX*R8,2006.000,7,RECONCILED,2006.000,USD
105800,r15d000000002139,DOLEUSTX*R8,2010.000,7,RECONCILED,2010.000,USD
105801,r15d000000002138,DOLEUSTX*R8,2009.000,7,RECONCILED,2009.000,USD
105802,r15d000000002143,DOLEUSTX*R8,2014.000,7,RECONCILED,2014.000,USD
105803,r15d000000002131,DOLEUSTX*R8,2002.000,7,RECONCILED,2002.000,USD
105804,r15d000000002146,DOLEUSTX*R8,2017.000,7,RECONCILED,2017.000,USD
105805,r15d000000002148,DOLEUSTX*R8,2019.000,7,RECONCILED,2019.000,USD
105806,r15d000000002142,DOLEUSTX*R8,2013.000,7,RECONCILED,2013.000,USD
105807,r15d000000002145,DOLEUSTX*R8,2016.000,7,RECONCILED,2016.000,USD
105808,r15d000000002141,DOLEUSTX*R8,2012.000,7,RECONCILED,2012.000,USD
105809,r15d000000002147,DOLEUSTX*R8,2018.000,7,RECONCILED,2018.000,USD
105810,r15d000000002151,DOLEUSTX*R8,2022.000,7,RECONCILED,2022.000,USD
105811,r15d000000002152,DOLEUSTX*R8,2023.000,7,RECONCILED,2023.000,USD
105812,r15d000000002144,DOLEUSTX*R8,2015.000,7,RECONCILED,2015.000,USD
105813,r15d000000002150,DOLEUSTX*R8,2021.000,7,RECONCILED,2021.000,USD
105814,r15d000000002155,DOLEUSTX*R8,2026.000,7,RECONCILED,2026.000,USD
105815,r15d000000002156,DOLEUSTX*R8,2027.000,7,RECONCILED,2027.000,USD
105816,r15d000000002149,DOLEUSTX*R8,2020.000,7,RECONCILED,2020.000,USD
105817,r15d000000002154,DOLEUSTX*R8,2025.000,7,RECONCILED,2025.000,USD
105818,r15d000000002159,DOLEUSTX*R8,2030.000,7,RECONCILED,2030.000,USD
105819,r15d000000002157,DOLEUSTX*R8,2028.000,7,RECONCILED,2028.000,USD
105820,r15d000000002153,DOLEUSTX*R8,2024.000,7,RECONCILED,2024.000,USD
105821,r15d000000002160,DOLEUSTX*R8,2031.000,7,RECONCILED,2031.000,USD
105822,r15d000000002162,DOLEUSTX*R8,2033.000,7,RECONCILED,2033.000,USD
105823,r15d000000002164,DOLEUSTX*R8,2035.000,7,RECONCILED,2035.000,USD
105824,r15d000000002166,DOLEUSTX*R8,2037.000,7,RECONCILED,2037.000,USD
105825,r15d000000002158,DOLEUSTX*R8,2029.000,7,RECONCILED,2029.000,USD
105826,r15d000000002165,DOLEUSTX*R8,2036.000,7,RECONCILED,2036.000,USD
105827,r15d000000002169,DOLEUSTX*R8,2040.000,7,RECONCILED,2040.000,USD
105828,r15d000000002167,DOLEUSTX*R8,2038.000,7,RECONCILED,2038.000,USD
105829,r15d000000002170,DOLEUSTX*R8,2041.000,7,RECONCILED,2041.000,USD
105830,r15d000000002174,DOLEUSTX*R8,2045.000,7,RECONCILED,2045.000,USD
105831,r15d000000002161,DOLEUSTX*R8,2032.000,7,RECONCILED,2032.000,USD
105832,r15d000000002172,DOLEUSTX*R8,2043.000,7,RECONCILED,2043.000,USD
105833,r15d000000002173,DOLEUSTX*R8,2044.000,7,RECONCILED,2044.000,USD
105834,r15d000000002175,DOLEUSTX*R8,2046.000,7,RECONCILED,2046.000,USD
105835,r15d000000002178,DOLEUSTX*R8,2049.000,7,RECONCILED,2049.000,USD
105836,r15d000000002163,DOLEUSTX*R8,2034.000,7,RECONCILED,2034.000,USD
105837,r15d000000002176,DOLEUSTX*R8,2047.000,7,RECONCILED,2047.000,USD
105838,r15d000000002179,DOLEUSTX*R8,2050.000,7,RECONCILED,2050.000,USD
105839,r15d000000002185,DOLEUSTX*R8,2056.000,7,RECONCILED,2056.000,USD
105840,r15d000000002168,DOLEUSTX*R8,2039.000,7,RECONCILED,2039.000,USD
105841,r15d000000002181,DOLEUSTX*R8,2052.000,7,RECONCILED,2052.000,USD
105842,r15d000000002180,DOLEUSTX*R8,2051.000,7,RECONCILED,2051.000,USD
105843,r15d000000002189,DOLEUSTX*R8,2060.000,7,RECONCILED,2060.000,USD
105844,r15d000000002182,DOLEUSTX*R8,2053.000,7,RECONCILED,2053.000,USD
105845,r15d000000002186,DOLEUSTX*R8,2057.000,7,RECONCILED,2057.000,USD
105846,r15d000000002171,DOLEUSTX*R8,2042.000,7,RECONCILED,2042.000,USD
105847,r15d000000002191,DOLEUSTX*R8,2062.000,7,RECONCILED,2062.000,USD
105848,r15d000000002188,DOLEUSTX*R8,2059.000,7,RECONCILED,2059.000,USD
105849,r15d000000002187,DOLEUSTX*R8,2058.000,7,RECONCILED,2058.000,USD
105850,r15d000000002177,DOLEUSTX*R8,2048.000,7,RECONCILED,2048.000,USD
105851,r15d000000002183,DOLEUSTX*R8,2054.000,7,RECONCILED,2054.000,USD
105852,r15d000000002192,DOLEUSTX*R8,2063.000,7,RECONCILED,2063.000,USD
105853,r15d000000002194,DOLEUSTX*R8,2065.000,7,RECONCILED,2065.000,USD
105854,r15d000000002196,DOLEUSTX*R8,2067.000,7,RECONCILED,2067.000,USD
105855,r15d000000002198,DOLEUSTX*R8,2069.000,7,RECONCILED,2069.000,USD
105856,r15d000000002197,DOLEUSTX*R8,2068.000,7,RECONCILED,2068.000,USD
105857,r15d000000002184,DOLEUSTX*R8,2055.000,7,RECONCILED,2055.000,USD
105858,r15d000000002199,DOLEUSTX*R8,2070.000,7,RECONCILED,2070.000,USD
105859,r15d000000002190,DOLEUSTX*R8,2061.000,7,RECONCILED,2061.000,USD
105860,r15d000000002203,DOLEUSTX*R8,2074.000,7,RECONCILED,2074.000,USD
105861,r15d000000002201,DOLEUSTX*R8,2072.000,7,RECONCILED,2072.000,USD
105862,r15d000000002204,DOLEUSTX*R8,2075.000,7,RECONCILED,2075.000,USD
105863,r15d000000002206,DOLEUSTX*R8,2077.000,7,RECONCILED,2077.000,USD
105864,r15d000000002208,DOLEUSTX*R8,2079.000,7,RECONCILED,2079.000,USD
105865,r15d000000002193,DOLEUSTX*R8,2064.000,7,RECONCILED,2064.000,USD
105866,r15d000000002205,DOLEUSTX*R8,2076.000,7,RECONCILED,2076.000,USD
105867,r15d000000002195,DOLEUSTX*R8,2066.000,7,RECONCILED,2066.000,USD
105868,r15d000000002210,DOLEUSTX*R8,2081.000,7,RECONCILED,2081.000,USD
105869,r15d000000002211,DOLEUSTX*R8,2082.000,7,RECONCILED,2082.000,USD
105870,r15d000000002209,DOLEUSTX*R8,2080.000,7,RECONCILED,2080.000,USD
105871,r15d000000002202,DOLEUSTX*R8,2073.000,7,RECONCILED,2073.000,USD
105872,r15d000000002216,DOLEUSTX*R8,2087.000,7,RECONCILED,2087.000,USD
105873,r15d000000002212,DOLEUSTX*R8,2083.000,7,RECONCILED,2083.000,USD
105874,r15d000000002215,DOLEUSTX*R8,2086.000,7,RECONCILED,2086.000,USD
105875,r15d000000002200,DOLEUSTX*R8,2071.000,7,RECONCILED,2071.000,USD
105876,r15d000000002218,DOLEUSTX*R8,2089.000,7,RECONCILED,2089.000,USD
105877,r15d000000002207,DOLEUSTX*R8,2078.000,7,RECONCILED,2078.000,USD
105878,r15d000000002222,DOLEUSTX*R8,2093.000,7,RECONCILED,2093.000,USD
105879,r15d000000002219,DOLEUSTX*R8,2090.000,7,RECONCILED,2090.000,USD
105880,r15d000000002220,DOLEUSTX*R8,2091.000,7,RECONCILED,2091.000,USD
105881,r15d000000002221,DOLEUSTX*R8,2092.000,7,RECONCILED,2092.000,USD
105882,r15d000000002226,DOLEUSTX*R8,2097.000,7,RECONCILED,2097.000,USD
105883,r15d000000002223,DOLEUSTX*R8,2094.000,7,RECONCILED,2094.000,USD
105884,r15d000000002213,DOLEUSTX*R8,2084.000,7,RECONCILED,2084.000,USD
105885,r15d000000002227,DOLEUSTX*R8,2098.000,7,RECONCILED,2098.000,USD
105886,r15d000000002225,DOLEUSTX*R8,2096.000,7,RECONCILED,2096.000,USD
105887,r15d000000002214,DOLEUSTX*R8,2085.000,7,RECONCILED,2085.000,USD
105888,r15d000000002231,DOLEUSTX*R8,2102.000,7,RECONCILED,2102.000,USD
105889,r15d000000002230,DOLEUSTX*R8,2101.000,7,RECONCILED,2101.000,USD
105890,r15d000000002228,DOLEUSTX*R8,2099.000,7,RECONCILED,2099.000,USD
105891,r15d000000002217,DOLEUSTX*R8,2088.000,7,RECONCILED,2088.000,USD
105892,r15d000000002237,DOLEUSTX*R8,2108.000,7,RECONCILED,2108.000,USD
105893,r15d000000002233,DOLEUSTX*R8,2104.000,7,RECONCILED,2104.000,USD
105894,r15d000000002224,DOLEUSTX*R8,2095.000,7,RECONCILED,2095.000,USD
105895,r15d000000002238,DOLEUSTX*R8,2109.000,7,RECONCILED,2109.000,USD
105896,r15d000000002241,DOLEUSTX*R8,2112.000,7,RECONCILED,2112.000,USD
105897,r15d000000002229,DOLEUSTX*R8,2100.000,7,RECONCILED,2100.000,USD
105898,r15d000000002232,DOLEUSTX*R8,2103.000,7,RECONCILED,2103.000,USD
105899,r15d000000002234,DOLEUSTX*R8,2105.000,7,RECONCILED,2105.000,USD
105900,r15d000000002245,DOLEUSTX*R8,2116.000,7,RECONCILED,2116.000,USD
105901,r15d000000002240,DOLEUSTX*R8,2111.000,7,RECONCILED,2111.000,USD
105902,r15d000000002235,DOLEUSTX*R8,2106.000,7,RECONCILED,2106.000,USD
105903,r15d000000002239,DOLEUSTX*R8,2110.000,7,RECONCILED,2110.000,USD
105904,r15d000000002248,DOLEUSTX*R8,2119.000,7,RECONCILED,2119.000,USD
105905,r15d000000002246,DOLEUSTX*R8,2117.000,7,RECONCILED,2117.000,USD
105906,r15d000000002236,DOLEUSTX*R8,2107.000,7,RECONCILED,2107.000,USD
105907,r15d000000002243,DOLEUSTX*R8,2114.000,7,RECONCILED,2114.000,USD
105908,r15d000000002242,DOLEUSTX*R8,2113.000,7,RECONCILED,2113.000,USD
105909,r15d000000002250,DOLEUSTX*R8,2121.000,7,RECONCILED,2121.000,USD
105910,r15d000000002251,DOLEUSTX*R8,2122.000,7,RECONCILED,2122.000,USD
105911,r15d000000002249,DOLEUSTX*R8,2120.000,7,RECONCILED,2120.000,USD
105912,r15d000000002244,DOLEUSTX*R8,2115.000,7,RECONCILED,2115.000,USD
105913,r15d000000002253,DOLEUSTX*R8,2124.000,7,RECONCILED,2124.000,USD
105914,r15d000000002247,DOLEUSTX*R8,2118.000,7,RECONCILED,2118.000,USD
105915,r15d000000002254,DOLEUSTX*R8,2125.000,7,RECONCILED,2125.000,USD
105916,r15d000000002255,DOLEUSTX*R8,2126.000,7,RECONCILED,2126.000,USD
105917,r15d000000002259,DOLEUSTX*R8,2130.000,7,RECONCILED,2130.000,USD
105918,r15d000000002260,DOLEUSTX*R8,2131.000,7,RECONCILED,2131.000,USD
105919,r15d000000002257,DOLEUSTX*R8,2128.000,7,RECONCILED,2128.000,USD
105920,r15d000000002252,DOLEUSTX*R8,2123.000,7,RECONCILED,2123.000,USD
105921,r15d000000002264,DOLEUSTX*R8,2135.000,7,RECONCILED,2135.000,USD
105922,r15d000000002256,DOLEUSTX*R8,2127.000,7,RECONCILED,2127.000,USD
105923,r15d000000002262,DOLEUSTX*R8,2133.000,7,RECONCILED,2133.000,USD
105924,r15d000000002258,DOLEUSTX*R8,2129.000,7,RECONCILED,2129.000,USD
105925,r15d000000002261,DOLEUSTX*R8,2132.000,7,RECONCILED,2132.000,USD
105926,r15d000000002266,DOLEUSTX*R8,2137.000,7,RECONCILED,2137.000,USD
105927,r15d000000002269,DOLEUSTX*R8,2140.000,7,RECONCILED,2140.000,USD
105928,r15d000000002263,DOLEUSTX*R8,2134.000,7,RECONCILED,2134.000,USD
105929,r15d000000002265,DOLEUSTX*R8,2136.000,7,RECONCILED,2136.000,USD
105930,r15d000000002272,DOLEUSTX*R8,2143.000,7,RECONCILED,2143.000,USD
105931,r15d000000002267,DOLEUSTX*R8,2138.000,7,RECONCILED,2138.000,USD
105932,r15d000000002268,DOLEUSTX*R8,2139.000,7,RECONCILED,2139.000,USD
105933,r15d000000002271,DOLEUSTX*R8,2142.000,7,RECONCILED,2142.000,USD
105934,r15d000000002275,DOLEUSTX*R8,2146.000,7,RECONCILED,2146.000,USD
105935,r15d000000002270,DOLEUSTX*R8,2141.000,7,RECONCILED,2141.000,USD
105936,r15d000000002273,DOLEUSTX*R8,2144.000,7,RECONCILED,2144.000,USD
105937,r15d000000002274,DOLEUSTX*R8,2145.000,7,RECONCILED,2145.000,USD
105938,r15d000000002278,DOLEUSTX*R8,2149.000,7,RECONCILED,2149.000,USD
105939,r15d000000002277,DOLEUSTX*R8,2148.000,7,RECONCILED,2148.000,USD
105940,r15d000000002276,DOLEUSTX*R8,2147.000,7,RECONCILED,2147.000,USD
105941,r15d000000002285,DOLEUSTX*R8,2156.000,7,RECONCILED,2156.000,USD
105942,r15d000000002279,DOLEUSTX*R8,2150.000,7,RECONCILED,2150.000,USD
105943,r15d000000002280,DOLEUSTX*R8,2151.000,7,RECONCILED,2151.000,USD
105944,r15d000000002281,DOLEUSTX*R8,2152.000,7,RECONCILED,2152.000,USD
105945,r15d000000002282,DOLEUSTX*R8,2153.000,7,RECONCILED,2153.000,USD
105946,r15d000000002287,DOLEUSTX*R8,2158.000,7,RECONCILED,2158.000,USD
105947,r15d000000002283,DOLEUSTX*R8,2154.000,7,RECONCILED,2154.000,USD
105948,r15d000000002286,DOLEUSTX*R8,2157.000,7,RECONCILED,2157.000,USD
105949,r15d000000002284,DOLEUSTX*R8,2155.000,7,RECONCILED,2155.000,USD
105950,r15d000000002291,DOLEUSTX*R8,2162.000,7,RECONCILED,2162.000,USD
105951,r15d000000002288,DOLEUSTX*R8,2159.000,7,RECONCILED,2159.000,USD
105952,r15d000000002292,DOLEUSTX*R8,2163.000,7,RECONCILED,2163.000,USD
105953,r15d000000002289,DOLEUSTX*R8,2160.000,7,RECONCILED,2160.000,USD
105954,r15d000000002293,DOLEUSTX*R8,2164.000,7,RECONCILED,2164.000,USD
105955,r15d000000002296,DOLEUSTX*R8,2167.000,7,RECONCILED,2167.000,USD
105956,r15d000000002290,DOLEUSTX*R8,2161.000,7,RECONCILED,2161.000,USD
105957,r15d000000002295,DOLEUSTX*R8,2166.000,7,RECONCILED,2166.000,USD
105958,r15d000000002297,DOLEUSTX*R8,2168.000,7,RECONCILED,2168.000,USD
105959,r15d000000002301,DOLEUSTX*R8,2172.000,7,RECONCILED,2172.000,USD
105960,r15d000000002299,DOLEUSTX*R8,2170.000,7,RECONCILED,2170.000,USD
105961,r15d000000002294,DOLEUSTX*R8,2165.000,7,RECONCILED,2165.000,USD
105962,r15d000000002302,DOLEUSTX*R8,2173.000,7,RECONCILED,2173.000,USD
105963,r15d000000002300,DOLEUSTX*R8,2171.000,7,RECONCILED,2171.000,USD
105964,r15d000000002298,DOLEUSTX*R8,2169.000,7,RECONCILED,2169.000,USD
105965,r15d000000002305,DOLEUSTX*R8,2176.000,7,RECONCILED,2176.000,USD
105966,r15d000000002304,DOLEUSTX*R8,2175.000,7,RECONCILED,2175.000,USD
105967,r15d000000002306,DOLEUSTX*R8,2177.000,7,RECONCILED,2177.000,USD
105968,r15d000000002303,DOLEUSTX*R8,2174.000,7,RECONCILED,2174.000,USD
105969,r15d000000002314,DOLEUSTX*R8,2185.000,7,RECONCILED,2185.000,USD
105970,r15d000000002308,DOLEUSTX*R8,2179.000,7,RECONCILED,2179.000,USD
105971,r15d000000002309,DOLEUSTX*R8,2180.000,7,RECONCILED,2180.000,USD
105972,r15d000000002307,DOLEUSTX*R8,2178.000,7,RECONCILED,2178.000,USD
105973,r15d000000002312,DOLEUSTX*R8,2183.000,7,RECONCILED,2183.000,USD
105974,r15d000000002311,DOLEUSTX*R8,2182.000,7,RECONCILED,2182.000,USD
105975,r15d000000002315,DOLEUSTX*R8,2186.000,7,RECONCILED,2186.000,USD
105976,r15d000000002318,DOLEUSTX*R8,2189.000,7,RECONCILED,2189.000,USD
105977,r15d000000002310,DOLEUSTX*R8,2181.000,7,RECONCILED,2181.000,USD
105978,r15d000000002319,DOLEUSTX*R8,2190.000,7,RECONCILED,2190.000,USD
105979,r15d000000002316,DOLEUSTX*R8,2187.000,7,RECONCILED,2187.000,USD
105980,r15d000000002321,DOLEUSTX*R8,2192.000,7,RECONCILED,2192.000,USD
105981,r15d000000002313,DOLEUSTX*R8,2184.000,7,RECONCILED,2184.000,USD
105982,r15d000000002320,DOLEUSTX*R8,2191.000,7,RECONCILED,2191.000,USD
105983,r15d000000002324,DOLEUSTX*R8,2195.000,7,RECONCILED,2195.000,USD
105984,r15d000000002327,DOLEUSTX*R8,2198.000,7,RECONCILED,2198.000,USD
105985,r15d000000002326,DOLEUSTX*R8,2197.000,7,RECONCILED,2197.000,USD
105986,r15d000000002317,DOLEUSTX*R8,2188.000,7,RECONCILED,2188.000,USD
105987,r15d000000002322,DOLEUSTX*R8,2193.000,7,RECONCILED,2193.000,USD
105988,r15d000000002329,DOLEUSTX*R8,2200.000,7,RECONCILED,2200.000,USD
105989,r15d000000002332,DOLEUSTX*R8,2203.000,7,RECONCILED,2203.000,USD
105990,r15d000000002333,DOLEUSTX*R8,2204.000,7,RECONCILED,2204.000,USD
105991,r15d000000002323,DOLEUSTX*R8,2194.000,7,RECONCILED,2194.000,USD
105992,r15d000000002328,DOLEUSTX*R8,2199.000,7,RECONCILED,2199.000,USD
105993,r15d000000002335,DOLEUSTX*R8,2206.000,7,RECONCILED,2206.000,USD
105994,r15d000000002330,DOLEUSTX*R8,2201.000,7,RECONCILED,2201.000,USD
105995,r15d000000002325,DOLEUSTX*R8,2196.000,7,RECONCILED,2196.000,USD
105996,r15d000000002338,DOLEUSTX*R8,2209.000,7,RECONCILED,2209.000,USD
105997,r15d000000002336,DOLEUSTX*R8,2207.000,7,RECONCILED,2207.000,USD
105998,r15d000000002337,DOLEUSTX*R8,2208.000,7,RECONCILED,2208.000,USD
105999,r15d000000002331,DOLEUSTX*R8,2202.000,7,RECONCILED,2202.000,USD
106000,r15d000000002342,DOLEUSTX*R8,2213.000,7,RECONCILED,2213.000,USD
106001,r15d000000002347,DOLEUSTX*R8,2218.000,7,RECONCILED,2218.000,USD
106002,r15d000000002340,DOLEUSTX*R8,2211.000,7,RECONCILED,2211.000,USD
106003,r15d000000002334,DOLEUSTX*R8,2205.000,7,RECONCILED,2205.000,USD
106004,r15d000000002344,DOLEUSTX*R8,2215.000,7,RECONCILED,2215.000,USD
106005,r15d000000002350,DOLEUSTX*R8,2221.000,7,RECONCILED,2221.000,USD
106006,r15d000000002341,DOLEUSTX*R8,2212.000,7,RECONCILED,2212.000,USD
106007,r15d000000002353,DOLEUSTX*R8,2224.000,7,RECONCILED,2224.000,USD
106008,r15d000000002343,DOLEUSTX*R8,2214.000,7,RECONCILED,2214.000,USD
106009,r15d000000002354,DOLEUSTX*R8,2225.000,7,RECONCILED,2225.000,USD
106010,r15d000000002352,DOLEUSTX*R8,2223.000,7,RECONCILED,2223.000,USD
106011,r15d000000002355,DOLEUSTX*R8,2226.000,7,RECONCILED,2226.000,USD
